ANIM/j_Elbow_R:rz	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ANIM/j_Head:rx	-2.89058300	-3.19617000	-3.40411200	-3.49142200	-3.43511400	-3.18995600	-2.78097700	-2.29058900	-1.80119800	-1.39521400	-1.13413700	-0.92053500	-0.59841700	0.03379000	0.77506000	1.17747800	0.97898000	0.44186700	-0.09522300	-0.50280200	-0.86920800	-1.18253600	-1.43088500	-1.60234900	-1.68502700	-1.64348000	-1.48191500	-1.24790100	-0.98900400	-0.75279500	-0.58683800	-0.53870300	-0.61284900	-0.77019200	-0.99298600	-1.26348200	-1.56393400	-1.87659300	-2.18371400	-2.46754700
ANIM/j_Head:ry	-0.17148600	-0.15334700	-0.10172700	-0.02082500	0.08515900	0.21202700	0.35558100	0.51162100	0.67594900	0.84436500	1.01267200	1.17667000	1.33216100	1.47494600	1.60082600	1.70560300	1.78507700	1.83505000	1.85132300	1.82969700	1.77087100	1.68126700	1.56527300	1.42727700	1.27166600	1.10282800	0.92515100	0.74302300	0.56083100	0.38296300	0.21380600	0.05774900	-0.08082000	-0.19751500	-0.28794700	-0.34772800	-0.36678500	-0.35168200	-0.32298700	-0.30127000
ANIM/j_Head:rz	2.84731900	2.78908600	2.62481600	2.37015300	2.04074100	1.65222300	1.22024400	0.76044800	0.28847700	-0.18002300	-0.62941100	-1.04404000	-1.40826700	-1.70645100	-1.92294300	-2.04210400	-2.03462700	-1.89862300	-1.65956800	-1.34293900	-0.97421300	-0.57886600	-0.18237600	0.18978200	0.51212900	0.76749300	0.96878400	1.13565100	1.28774300	1.44470700	1.62619400	1.85185100	2.16777000	2.54647900	2.89728600	3.12949700	3.19459300	3.14884200	3.05872800	2.99073500
ANIM/j_Hip_L:rx	-6.14618600	-5.08741600	-2.59657300	0.29814300	2.56853400	3.84974800	4.66984500	5.33998900	6.17134400	7.53519400	8.62249200	8.36716500	6.44732500	2.51991100	-3.87706900	-10.35118900	-16.54877100	-22.08347100	-26.85424200	-30.65697900	-33.28756000	-34.54188200	-34.06726800	-31.84209100	-28.26499900	-30.76911900	-32.02830900	-31.28699900	-29.37620000	-27.31222900	-25.16692500	-22.94262300	-20.64166100	-18.15178300	-15.78826000	-13.89811400	-12.23510500	-10.55295900	-8.60541200	-6.14618600
ANIM/j_Hip_L:ry	6.52760500	6.86821300	7.17795000	7.41566200	7.54019300	7.51038600	7.28508900	6.82202000	6.14802700	5.32565100	4.41743200	3.48590800	2.59362000	1.80310800	1.17690900	0.77756600	0.66761600	0.77804000	0.95916900	1.15256600	1.29979600	1.34242400	1.26471200	1.11792900	0.94414400	0.78542700	0.68384900	0.68148000	0.83512000	1.15283600	1.60359800	2.15637600	2.78014100	3.44386200	4.11651000	4.76705600	5.36446600	5.87771500	6.27577200	6.52760500
ANIM/j_Hip_L:rz	-10.11089000	-9.82095500	-9.24158900	-8.80845000	-8.81605300	-8.81743400	-8.54701400	-7.69435800	-6.44265600	-4.93120700	-3.29930900	-1.68625900	-0.19354400	1.13633600	2.25255900	3.10430700	3.64075600	3.81108800	3.68321500	3.41254600	3.07950900	2.76452900	2.54803400	2.51045000	2.69366300	2.80179700	2.21595500	0.81368800	-1.08654300	-3.16627800	-5.10705600	-6.72716100	-8.06390100	-9.12735600	-9.92760400	-10.47472600	-10.77880100	-10.84991000	-10.58233400	-10.11089000
ANIM/j_Hip_R:rx	-31.78889100	-33.89805600	-34.21527100	-33.34001900	-30.47559400	-28.54015900	-30.23210900	-30.40163000	-29.22335800	-27.66706100	-26.31609900	-23.02210000	-20.81104900	-18.77191000	-16.13448900	-14.38709500	-12.83704500	-10.88569000	-8.51157700	-6.12427600	-3.77166400	-1.50162300	0.63796900	2.96913500	4.77345800	4.71051700	6.06141400	7.00869600	7.75738000	8.19738800	8.21863700	7.17981100	4.50435800	0.17935700	-5.89228600	-12.37555000	-18.12663700	-23.35223000	-27.94281800	-31.78889100
ANIM/j_Hip_R:ry	-0.53041300	-0.34660800	0.12651300	0.77150900	1.47094000	2.10736600	2.56334600	2.72144100	2.56529100	2.18475600	1.62172100	0.91807400	0.11570000	-0.74351500	-1.61768400	-2.46492100	-3.24334100	-3.88200100	-4.40064500	-4.89341300	-5.45444300	-6.17787700	-7.17393200	-8.38537500	-9.65516800	-10.82627100	-11.74164400	-12.24424900	-12.17705000	-11.52571300	-10.46118700	-9.10435500	-7.57608900	-5.99727100	-4.48878000	-3.17149000	-2.17749800	-1.48215000	-0.97120200	-0.53041300
ANIM/j_Hip_R:rz	-3.28994400	-3.40659100	-3.20838900	-3.03402400	-3.25870000	-3.68177100	-3.89136000	-3.11622500	-1.23319500	1.19750200	3.61563800	5.74072300	7.62158800	9.19197800	10.38564400	11.13633200	11.37779000	11.13641900	10.58937800	9.89656400	9.21786900	8.71318600	8.47295000	8.37531100	8.26173800	7.97370100	7.35266700	6.31442900	5.00819000	3.62554100	2.35807000	1.29727500	0.39311900	-0.37511000	-1.02812600	-1.58664000	-2.07136800	-2.50301800	-2.90230600	-3.28994400
ANIM/j_Knee_L:rx	12.24993000	11.85852000	10.99741600	10.13632000	9.43181200	11.42411500	14.78128200	18.21931100	20.42984600	21.84899900	23.80945400	27.64390000	33.76243200	41.79505200	51.84125500	61.12881100	67.03006700	69.73811300	69.39051100	66.06126400	59.74094400	50.42015800	37.70843900	22.73255000	7.38006500	7.01449000	7.40722100	7.71580200	6.93441200	6.31145000	6.91927900	8.11937900	9.39995700	10.24922000	10.19087000	11.16176000	12.52816200	13.57530000	13.44886900	12.24993000
ANIM/j_Knee_L:ry	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ANIM/j_Knee_L:rz	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ANIM/j_Knee_R:rx	65.04567700	57.09553100	46.09821300	32.46094900	16.38800400	4.48709000	3.36492500	2.24275900	2.89106800	4.32024700	5.27259600	4.43105800	5.77148900	7.32230300	7.32230300	9.76944900	11.33411700	12.08026500	12.16330000	11.63126600	10.67851400	9.67991000	9.01032000	8.54381300	9.76944900	15.04659000	17.25565900	20.95334100	23.80179400	26.34405100	29.44933500	33.98687000	40.69670100	47.40654000	56.25833100	64.61744700	69.45987700	71.04601300	69.24335500	65.04567700
ANIM/j_Knee_R:ry	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ANIM/j_Knee_R:rz	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ANIM/j_Neck:rx	4.81750400	4.83035100	4.83435400	4.77770200	4.60858300	4.26614800	3.79290500	3.29207700	2.86688800	2.62056200	2.65632300	3.22151600	3.71166900	3.52259100	3.01124100	2.44484400	2.09062300	2.08594800	2.24440700	2.34755000	2.30762700	2.20787800	2.08634000	1.98105100	1.93004700	1.96766200	2.09052400	2.28011600	2.51791500	2.78540500	3.06406600	3.33537700	3.58082100	3.78681400	3.96054900	4.11467100	4.26182500	4.41465500	4.58580500	4.78792200
ANIM/j_Neck:ry	0.77670000	0.72861100	0.60107600	0.41919300	0.20806200	-0.00722000	-0.20155300	-0.34983900	-0.42697900	-0.34228000	-0.10217000	0.17277300	0.36196800	0.37476600	0.27366800	0.16782500	0.16638500	0.29673600	0.49791100	0.74653000	1.01921100	1.29257300	1.54323700	1.74782000	1.88294300	1.91452800	1.84250800	1.69451300	1.49817400	1.28112400	1.07099300	0.89541400	0.78201700	0.82989200	0.99830100	1.10513900	1.07953700	0.99523600	0.88704100	0.78975700
ANIM/j_Neck:rz	-1.04382700	-0.87239000	-0.42324200	0.20586900	0.91719700	1.61299600	2.36000500	3.10859600	3.58647000	3.64227800	3.43677200	3.16580300	3.02522400	3.11404000	3.30676000	3.46248900	3.44033600	3.16963200	2.70878500	2.11050900	1.42752300	0.71254300	0.01828400	-0.60253500	-1.09719900	-1.42636500	-1.61826800	-1.72155600	-1.78487800	-1.76846100	-1.66469700	-1.57048500	-1.58272300	-1.81504600	-2.14457200	-2.31342600	-2.21074200	-1.95777700	-1.64484200	-1.36224600
ANIM/j_Pelvis:rx	2.34797000	2.79923900	3.24011900	3.65230200	4.01748100	4.31735000	4.53360200	4.64792900	4.64202500	4.49758400	4.25425000	3.97423200	3.67306800	3.36629600	3.06945300	2.79807800	2.56770700	2.39387900	2.29213100	2.27800000	2.36702600	2.57002100	2.85330000	3.16565300	3.45586900	3.67273600	3.76504300	3.70944000	3.53864100	3.28553100	2.98299600	2.66392400	2.36119900	2.10771000	1.93634000	1.87997700	1.93792100	2.06139100	2.21115200	2.34797000
ANIM/j_Pelvis:ry	1.14814300	1.34330900	1.40804800	1.49252400	1.74689800	2.34693100	3.10607500	3.63102500	3.63247200	3.20856900	2.54720500	1.83626900	1.26365200	0.91422700	0.68539800	0.48385500	0.21628200	-0.21063200	-0.77666000	-1.37805600	-1.98286000	-2.55911200	-3.07485000	-3.49811500	-3.79694500	-3.93938000	-3.89345900	-3.51774100	-2.79503400	-1.87975400	-0.92631600	-0.08913800	0.47736600	0.56586100	0.34656900	0.23141200	0.37345200	0.61236200	0.88998000	1.14814300
ANIM/j_Pelvis:rz	3.69935800	3.73032500	3.71107900	3.71399000	3.81142800	4.19635200	4.67608200	4.74452700	4.07055000	2.84244700	1.33327600	-0.18390100	-1.43602800	-2.33251500	-2.95656700	-3.29581200	-3.30854700	-3.05585400	-2.67954300	-2.32142600	-2.12331300	-2.09462900	-2.17728100	-2.41180000	-2.98007200	-3.69884300	-4.06093200	-3.78747100	-3.04365600	-1.98841200	-0.78066000	0.42067400	1.45666800	2.23697100	2.80197800	3.18888300	3.43488000	3.57716200	3.65292300	3.69935800
ANIM/j_Shoulder_L:rx	-16.88203000	-15.86421500	-13.48759700	-10.76741300	-8.71890400	-7.55759400	-6.78028200	-6.32411500	-6.12624200	-6.19277400	-6.50410200	-6.95880100	-7.45544500	-7.89260700	-8.01436200	-8.31085800	-9.23700300	-10.43178000	-11.68897600	-12.80238200	-13.56579000	-13.68174200	-13.79741000	-14.47455900	-15.42421600	-16.58101100	-17.92617800	-19.44632900	-21.08416400	-22.78237700	-24.48366900	-26.29744900	-28.03278900	-29.18190000	-29.36989800	-28.66130300	-27.20739700	-25.15947000	-22.66881000	-19.88670300
ANIM/j_Shoulder_L:ry	-2.94708900	-4.65083100	-6.43296500	-8.19922600	-9.85534900	-11.30706700	-12.46011400	-13.22022800	-13.49314000	-13.05981700	-11.95321500	-10.45706100	-8.85508200	-7.43100200	-6.43977100	-5.76846200	-5.14898300	-4.31324500	-3.18805600	-1.92763000	-0.60498700	0.70685200	1.93487000	3.14463800	4.41377000	5.68730800	6.91029300	8.02776600	8.98477200	9.72634600	10.19753600	10.34338000	10.15294400	9.57553800	8.49657300	7.10990700	5.62451100	3.94846800	1.98986700	-0.34320900
ANIM/j_Shoulder_L:rz	-55.26351900	-56.36869400	-57.02178600	-57.37433600	-57.57788500	-57.78396600	-58.14411200	-58.57258200	-58.93692800	-59.31863400	-59.79919100	-60.42124600	-61.10210800	-61.73526800	-62.21420700	-62.43241100	-62.37439700	-62.13457100	-61.77125500	-61.34277700	-60.90744800	-60.52360200	-60.24955700	-60.14363900	-60.16796100	-60.23154100	-60.31303800	-60.39112100	-60.44445400	-60.45169800	-60.43945300	-60.40839400	-60.29827900	-60.04887800	-59.59996000	-58.68886900	-57.42753600	-56.31760000	-55.90261500	-55.68958300
ANIM/j_Shoulder_R:rx	-19.27038000	-22.42763300	-24.71815700	-26.34468500	-27.50994300	-28.41666200	-29.26757000	-29.92153700	-30.24907700	-30.47039200	-30.80567900	-31.43100700	-32.03661300	-32.11394900	-31.07889600	-29.01746600	-26.42628900	-23.80200000	-21.26442300	-18.64655100	-16.01478200	-13.43551300	-10.97514100	-8.70006000	-6.67666800	-4.97136100	-3.49535300	-2.33952400	-1.83976500	-2.02208000	-2.65151100	-3.67250400	-5.02950800	-6.66696800	-8.52933300	-10.56104900	-12.70656600	-14.91033000	-17.11678500	-19.27038000
ANIM/j_Shoulder_R:ry	-6.62005000	-7.52790300	-8.12778400	-8.52362900	-8.81937900	-9.11896800	-9.52633800	-10.09260600	-10.71352100	-11.25996800	-11.60283000	-11.52738400	-11.35173000	-11.47216000	-10.58627800	-8.98001300	-7.16259200	-5.29458000	-3.27028400	-1.19953500	0.80783500	2.64199500	4.20763900	5.48262700	6.46687300	7.16029200	7.56280000	7.68702600	7.21653600	5.92509300	4.15635600	2.27148900	0.63165700	-0.67120600	-1.81427200	-2.84003800	-3.79100300	-4.70966100	-5.63851000	-6.62005000
ANIM/j_Shoulder_R:rz	66.29746200	66.18409000	65.87265800	65.40612000	64.82749200	64.17974900	63.50587800	62.84886900	62.25170900	61.75739300	61.40889700	61.24921800	61.32133900	61.80147900	61.72005500	61.29941900	60.84703800	60.67036800	60.82297500	61.12530500	61.53521000	62.01050600	62.50903300	62.98863200	63.40712400	63.72235100	63.89213900	63.86679800	63.89751400	63.98134200	64.11171700	64.28208200	64.48587800	64.71653700	64.96752200	65.23224600	65.50416600	65.77671800	66.04332700	66.29746200
ANIM/j_Spine:rx	2.82889700	2.96989700	3.09365100	3.17284000	3.18014700	3.08825200	2.83082800	2.40403700	1.87429400	1.30801700	0.77162000	0.33152100	0.05413400	0.00752100	0.18528900	0.54217700	1.03292000	1.61225500	2.23492100	2.85565200	3.42918800	3.91026500	4.25361900	4.36907500	4.23216400	3.89617900	3.41441800	2.84017300	2.22674100	1.62741800	1.09549800	0.68427600	0.48410400	0.51678100	0.73277400	1.08255400	1.51658700	1.98534300	2.43929000	2.82889700
ANIM/j_Spine:ry	0.49469300	0.67255600	0.86188500	1.04767000	1.21490300	1.34857500	1.43367500	1.45519600	1.39812700	1.14161600	0.69140400	0.22237100	-0.09060300	-0.13932100	-0.06094200	-0.04861400	-0.18726100	-0.41414100	-0.70090300	-1.01920000	-1.34068200	-1.63700100	-1.87980700	-2.04075400	-2.09149000	-2.00366700	-1.72018900	-1.25584600	-0.69012000	-0.10249600	0.42754400	0.82051700	0.96328100	0.91376600	0.84909800	0.80884900	0.73001900	0.63587200	0.54967500	0.49469300
ANIM/j_Spine:rz	0.95636500	0.70559100	0.04809700	-0.87387800	-1.91809700	-2.94232000	-3.80430800	-4.67209100	-5.27351500	-5.22427100	-4.82863900	-4.31698300	-3.91966800	-3.67235400	-3.42663600	-3.13677700	-2.75704200	-2.24169600	-1.54500300	-0.70088700	0.19940500	1.11562100	2.00751300	2.83482900	3.55731900	4.13473400	4.52682300	4.69333600	4.59402300	4.12760500	3.46355100	2.96772800	2.67937300	2.39575200	2.11977400	1.85434900	1.60238600	1.36679400	1.15048400	0.95636500
