/obj/ANIM/j_Ankle_L:rx	3.730827	2.115391	0.4222125	-1.195178	-2.52519	-3.638107	-4.390561	-4.844236	-5.188329	-5.357034	-5.501126	-5.888918	-6.199828	-6.996459	-7.835794	-8.895297	-10.15907	-11.33229	-12.46069	-13.43875	-14.02789	-14.39	-14.45271	-14.22803	-13.83444	-13.33682	-12.81056	-12.42158	-12.14716	-12.10066	-11.90057	-11.81464	-11.29261	-10.46354	-9.44774	-7.711894	-5.707165	-3.159496	0.3148468	3.720435	7.300889	10.37422	11.07677	11.09028	10.02264	8.326077	6.908118	5.330884	3.849211	2.745652	1.775372	1.308402	1.116055	1.229875	1.552249	1.857978	2.273019	2.330501	2.138544	1.555367	0.6761461	-0.265677	-1.471263	-2.441146	-3.28088	-3.72052	-3.075784	-1.92656	-0.3738919	1.418941	2.769855	3.763886	5.059021	5.714898	5.30179
/obj/ANIM/j_Ankle_L:ry	4.305277	3.734021	3.136339	2.518198	2.031622	1.597765	1.20245	0.8500662	0.5289318	0.2674731	0.03944932	-0.2352666	-0.5295988	-0.8253036	-1.144901	-1.460939	-1.83032	-2.240665	-2.572255	-2.890526	-3.214266	-3.51363	-3.859818	-4.192894	-4.442008	-4.648338	-4.858051	-4.982072	-5.028518	-5.029509	-4.890015	-4.726614	-4.618276	-4.417058	-4.206036	-3.961632	-3.754665	-3.624704	-3.383897	-3.14537	-2.969936	-2.824591	-2.958796	-3.045028	-2.757756	-2.204454	-1.357624	-0.244751	0.9742779	2.323316	3.63173	4.696964	5.441288	5.830029	5.80507	5.476793	4.961915	4.332933	3.700161	3.302449	3.148454	3.220495	3.556681	4.006625	4.533906	5.066209	5.145399	5.113883	5.272247	5.321403	5.554312	5.753603	5.344851	4.979579	4.778874
/obj/ANIM/j_Ankle_L:rz	6.445208	6.687037	6.992059	7.25893	7.533123	7.794937	7.924821	8.011049	8.047769	8.061037	8.068937	8.046438	8.040423	8.034521	8.049045	8.050048	8.040655	8.044968	8.000765	7.988545	7.99574	7.970721	7.937603	7.861702	7.776277	7.637197	7.388924	7.075818	6.792858	6.569354	6.338149	6.173864	6.015785	5.890722	5.829585	5.587255	5.399646	5.103012	4.32604	3.457243	2.370419	1.337844	0.9942729	0.8361831	0.7399951	0.9140638	1.21247	1.666398	2.15865	2.637532	3.064034	3.408533	3.723292	3.924073	4.150212	4.293339	4.231483	4.172843	3.997917	3.83136	3.870874	3.990199	4.283334	4.651685	4.84968	5.086992	5.632092	6.1086	6.158634	6.127874	6.146342	6.15483	6.196866	6.166286	6.232322
/obj/ANIM/j_Ankle_R:rx	-3.295583	-0.8754569	2.271958	5.337744	7.715378	9.371255	8.458899	6.749064	6.149036	5.201278	4.437705	3.855738	2.846384	1.945106	0.9721817	0.202391	-0.3687879	-0.8553391	-1.05224	-1.263006	-1.184227	-1.111557	-1.700197	-2.378418	-2.63724	-2.944467	-3.685752	-3.934656	-3.459895	-2.802139	-1.501767	-0.08703185	0.7810662	1.49757	1.966839	2.239404	2.24095	1.772156	1.255485	0.6480302	-0.2692012	-1.163297	-1.843398	-2.555014	-3.337905	-3.928605	-4.451426	-5.183868	-5.987761	-6.724042	-7.560275	-8.30412	-8.725172	-9.099905	-9.452534	-9.914901	-10.65586	-11.41751	-12.10911	-12.64923	-13.14945	-13.49418	-13.63477	-13.92202	-13.80729	-13.42394	-13.08465	-12.44167	-11.92616	-10.98367	-9.810138	-8.737611	-6.676548	-5.329762	-4.904762
/obj/ANIM/j_Ankle_R:ry	3.943134	3.559516	3.071452	2.460341	2.24582	2.180122	2.069075	1.951022	1.436796	0.7611895	0.1641413	-0.5824758	-1.194232	-1.779352	-2.28956	-2.626542	-2.956283	-3.084746	-3.049166	-2.892791	-2.28062	-1.747096	-1.480471	-1.35854	-1.77507	-2.264778	-2.697132	-3.100343	-3.068896	-2.976403	-3.136313	-3.183024	-3.290682	-3.350909	-3.307981	-3.299816	-3.318007	-3.29441	-3.083449	-2.777965	-2.482232	-2.182966	-1.948855	-1.812436	-1.656115	-1.557943	-1.417674	-1.186021	-0.8661035	-0.4674037	0.06816962	0.6314923	1.228613	1.80285	2.185581	2.490373	2.68648	2.802974	2.891978	2.954501	3.224786	3.543642	3.6217	3.761284	3.770036	3.822184	4.209028	4.501839	4.792413	4.961981	4.773352	4.591809	4.382519	4.219976	4.232129
/obj/ANIM/j_Ankle_R:rz	-2.456825	-1.361457	-0.1504218	0.8712299	0.565057	0.1102081	-0.2093298	-0.7122018	-0.8935534	-1.079145	-1.288663	-1.497776	-1.723616	-1.866882	-2.035186	-2.132123	-2.217357	-2.249941	-2.22568	-2.137417	-1.94263	-1.715795	-1.392523	-1.128368	-0.9566213	-0.8625697	-0.7486432	-0.8387219	-1.490041	-2.199	-3.26967	-4.402267	-4.53138	-4.527348	-4.736728	-4.842185	-5.048284	-5.206227	-5.429161	-5.642566	-5.793334	-6.034492	-6.220809	-6.346249	-6.422686	-6.481892	-6.482167	-6.372512	-6.249337	-6.122841	-5.998133	-5.883076	-5.798938	-5.75454	-5.769307	-5.803638	-5.840405	-5.901961	-5.925735	-5.942068	-5.89467	-5.872346	-5.864963	-5.787398	-5.948112	-6.060445	-5.752928	-5.362162	-5.199719	-5.034857	-4.678993	-4.427663	-4.122035	-3.918407	-3.581065
/obj/ANIM/j_Chest:rx	1.888843	1.89178	1.905427	1.927577	1.950286	1.979347	2.003843	2.031427	2.055686	2.079701	2.093704	2.105124	2.109234	2.110218	2.108567	2.106494	2.100997	2.095757	2.085131	2.071789	2.050856	2.024527	1.997586	1.965315	1.933552	1.898461	1.865269	1.829917	1.796054	1.762722	1.730115	1.702612	1.698745	1.702432	1.724587	1.754748	1.78554	1.823524	1.875826	1.934525	2.006913	2.082548	2.16053	2.236321	2.309949	2.378309	2.435168	2.484858	2.524987	2.557301	2.581493	2.598015	2.604287	2.60512	2.59589	2.584593	2.562802	2.539095	2.506778	2.47223	2.43018	2.385257	2.336583	2.286475	2.229629	2.174715	2.11932	2.069543	2.024471	1.987733	1.957347	1.932739	1.9163	1.901296	1.893428
/obj/ANIM/j_Chest:ry	-0.7852805	-1.093849	-1.398403	-1.732416	-2.043117	-2.359562	-2.679887	-2.988254	-3.335545	-3.722898	-4.142156	-4.588264	-5.053222	-5.507884	-5.922415	-6.279619	-6.55169	-6.773874	-6.946497	-7.053962	-7.155112	-7.238663	-7.291947	-7.328454	-7.328343	-7.322483	-7.322534	-7.302918	-7.261892	-7.207288	-7.141832	-7.054573	-6.943015	-6.799889	-6.635141	-6.446277	-6.198993	-5.928079	-5.652414	-5.358206	-5.070425	-4.780787	-4.488412	-4.186651	-3.839767	-3.459449	-3.064867	-2.65794	-2.233413	-1.800276	-1.384958	-0.9937462	-0.6303923	-0.2942711	-0.0009408755	0.2213359	0.3815316	0.5020222	0.5906851	0.6496428	0.7003621	0.7380117	0.7474126	0.7424372	0.7092721	0.6750375	0.6321872	0.5414563	0.4555128	0.3351265	0.1864999	0.02923418	-0.241201	-0.4541921	-0.5536338
/obj/ANIM/j_Chest:rz	0.521365	0.4312561	0.3596866	0.2837229	0.2104274	0.1346126	0.04661875	-0.041712	-0.1272094	-0.2101261	-0.2937976	-0.3785472	-0.4673393	-0.5465121	-0.6201527	-0.6841237	-0.742269	-0.7941043	-0.8382382	-0.8791141	-0.9143384	-0.9518298	-0.9777817	-0.994748	-0.9936347	-0.9819841	-0.95628	-0.9160781	-0.8563847	-0.7706655	-0.6634874	-0.5260331	-0.3391281	-0.1201228	0.1644628	0.4551419	0.6755062	0.8753177	1.036977	1.169208	1.280257	1.361678	1.430989	1.487487	1.53668	1.579134	1.597971	1.616075	1.629041	1.644996	1.661801	1.670529	1.679211	1.678126	1.678125	1.663695	1.636441	1.599954	1.563508	1.526194	1.483056	1.435509	1.37579	1.316478	1.257868	1.194328	1.133245	1.066313	1.002009	0.9400645	0.8618515	0.7934998	0.6970465	0.6266257	0.5939538
/obj/ANIM/j_Clavicle_L:rx	6.430491	6.559009	6.600154	6.634576	6.638574	6.62885	6.636181	6.639875	6.652748	6.676364	6.703378	6.733018	6.761364	6.801751	6.834957	6.865325	6.897067	6.926081	6.949571	6.971431	6.991839	7.011321	7.039787	7.063124	7.08829	7.116789	7.146039	7.167514	7.188526	7.209666	7.221262	7.224349	7.217464	7.193264	7.168046	7.13333	7.084454	7.034211	6.980177	6.924453	6.855238	6.789646	6.719305	6.644381	6.569879	6.488247	6.404334	6.322527	6.233435	6.140638	6.056181	5.978689	5.902776	5.835084	5.780344	5.731812	5.698294	5.673183	5.664447	5.666945	5.678068	5.684241	5.692966	5.707744	5.717162	5.731038	5.748968	5.784647	5.826962	5.885224	5.966081	6.047094	6.171512	6.278419	6.312322
